Bytes,Memcpy,Memcpy_Moop,Memcpy_Fast
30454,2290975,623010,170615
30455,2278895,623325,245845
30456,2278375,623655,169480
30457,2278555,622890,170245
30458,2291155,622850,171285
30459,2277265,622435,173155
30460,2276545,622365,179410
30461,2293585,712165,170510
30462,2295175,623260,170895
30463,2279225,623765,173405
30464,2278835,623495,169900
30465,2279035,697075,170400
30466,2278865,622590,170855
30467,2279215,623005,173415
30468,2279315,623885,170340
30469,2278665,620995,171480
30470,2278135,622220,172045
30471,2339950,621950,187825
30472,2295605,620985,169560
30473,2295555,634215,170200
30474,2297615,623180,170505
30475,2357880,623520,172875
30476,2279915,623395,169930
30477,2279825,639045,170320
30478,2282135,623570,170535
30479,2356890,623990,173105
30480,2280355,623265,169950
30481,2279965,623185,170570
30482,2280235,623400,171425
30483,2372390,622840,172885
30484,2278505,621945,179590
30485,2296705,634865,170880
30486,2298455,623890,171125
30487,2355040,624130,171675
30488,2280785,623555,170280
30489,2281035,625525,170770
30490,2281245,623860,171135
30491,2294215,624120,171535
30492,2281075,623975,241235
30493,2280875,625085,171150
30494,2280075,623800,172115
30495,2293425,623380,173175
30496,2297195,621395,185615
30497,2297245,622985,171140
30498,2296505,647535,171450
30499,2299965,623770,171715
30500,2361200,623460,172965
30501,2282275,623895,171310
30502,2282035,639235,171850
30503,2284885,624180,172125
30504,2377980,623430,171205
30505,2282565,624175,170360
30506,2282905,623895,170500
30507,2283075,624190,171035
30508,2373610,623760,171535
30509,2280435,623375,171570
30510,2299065,624535,170690
30511,2298175,636320,171135
30512,2306775,623930,170325
30513,2283065,624225,170590
30514,2283295,625535,170880
30515,2283395,624600,171225
30516,2296255,624330,170465
30517,2283435,624715,173505
30518,2283575,625715,171210
30519,2283625,699455,171430
30520,2282025,624040,171145
30521,2281385,623615,173445
30522,2300015,622975,182900
30523,2299725,634555,171340
30524,2299715,624610,170765
30525,2377880,625100,173225
30526,2284305,625135,171450
30527,2284445,639725,171750
30528,2285965,623830,170795
30529,2360790,624350,172825
30530,2284685,624425,171570
30531,2284945,624285,171800
30532,2284685,624370,171255
30533,2377840,624450,173035
30534,2282825,623705,172940
30535,2283055,624765,184750
30536,2300565,622500,169985
30537,2307725,624810,170665
30538,2303430,624975,170660
30539,2285895,626675,171050
30540,2284475,624870,170405
30541,2298155,625290,170965
30542,2285715,625235,173765
30543,2292005,626645,171170
30544,2285445,699495,170320
30545,2284405,625080,170815
30546,2284795,624985,173875
30547,2284185,625415,172360
30548,2299665,622755,184130
30549,2301085,636980,171185
30550,2377610,625430,173355
30551,2286415,625915,171620
30552,2285645,640615,170500
30553,2288525,625360,171115
30554,2361600,625420,173465
30555,2286955,625825,171730
30556,2286425,625015,170920
30557,2287335,625890,171545
30558,2381350,625760,172995
30559,2285865,626145,172690
30560,2285095,624675,172030
30561,2286165,623320,172605
30562,2309245,623200,171875
30563,2303255,638405,172120
30564,2304755,626565,171180
30565,2287015,625540,171775
30566,2300795,625540,172215
30567,2287805,625945,175015
30568,2287445,626045,169950
30569,2287665,699895,170480
30570,2286585,625690,170905
30571,2288065,626045,173225
30572,2286325,626035,171120
30573,2286235,636125,171830
30574,2287745,624610,172035
30575,2380150,624570,173035
30576,2304295,638795,170340
30577,2304665,625665,170830
30578,2289625,625890,171245
30579,2384450,626260,172245
30580,2288185,626015,170770
30581,2288465,627395,171140
30582,2288475,626220,171635
30583,2302665,626640,172165
30584,2288465,626015,228885
30585,2289035,627525,171180
30586,2287895,701315,171940
30587,2288405,626040,172895
30588,2287045,625255,173635
30589,2304835,625595,171460
30590,2304465,636345,171740
30591,2305135,626910,172225
30592,2382660,625640,173425
30593,2289515,626015,171490
30594,2289655,625315,171900
30595,2290985,626220,172045
30596,2362010,625950,172275
30597,2289615,626475,171740
30598,2289975,627445,172070
30599,2290925,626790,172555
30600,2303775,625930,171145
30601,2288985,626265,172110
30602,2288445,626435,172730
30603,2288445,699885,172960
30604,2305315,624810,171095
30605,2306625,641255,173635
30606,2308765,627695,171690
30607,2290815,638385,172040
30608,2291135,626480,171085
30609,2368000,626620,173475
30610,2291335,626885,171780
30611,2291505,626665,172140
30612,2292185,626850,171365
30613,2385880,627160,172685
30614,2290665,627135,172240
30615,2290435,628815,173010
30616,2288935,625630,172515
30617,2303155,625680,173215
30618,2307365,625585,174455
30619,2307295,641235,172350
30620,2307505,702175,171660
30621,2291845,627480,172255
30622,2372170,627460,188615
30623,2292295,627825,172670
30624,2291505,641725,171640
30625,2293095,626830,172225
30626,2367670,626750,174375
30627,2292555,627305,172670
30628,2292015,626865,171920
30629,2293205,627170,172765
30630,2362480,627050,173805
30631,2290935,626525,174240
30632,2290745,627645,171960
30633,2307825,625540,171495
30634,2321315,639180,171595
30635,2310525,627705,174335
30636,2311415,628635,171130
30637,2293255,625985,171450
30638,2293965,627650,171965
30639,2353990,628050,174285
30640,2293335,627215,171100
30641,2293325,627435,171640
30642,2294555,627450,171935
30643,2389320,627860,172785
30644,2293235,627735,171510
30645,2292175,629455,172550
30646,2292275,627530,173235
30647,2306075,627140,173845
30648,2309605,626125,174375
30649,2309945,627345,171940
30650,2308805,638675,172290
30651,2310815,628080,172575
30652,2373570,627830,173935
30653,2294235,628295,172170
30654,2294545,642555,172430
30655,2296875,628690,172925
30656,2390500,627240,172955
30657,2294545,627745,172440
30658,2295105,628195,172580
30659,2296165,627870,173055
30660,2308195,627610,173035
30661,2293375,627385,233245
30662,2292815,628135,173960
30663,2311005,700335,187710
30664,2309875,625920,171085
30665,2311665,643195,191595
30666,2313705,628355,171800
30667,2296135,643375,172010
30668,2296785,628210,171455
30669,2391570,628480,173595
30670,2296035,628515,172120
30671,2296135,628835,172220
30672,2296825,628110,171385
30673,2305225,628400,172045
30674,2296265,628425,249015
30675,2295565,629905,172850
30676,2294525,702845,172230
30677,2294615,627800,173215
30678,2294335,627305,192865
30679,2313055,627535,172640
30680,2311165,654085,171530
30681,2313755,628860,172275
30682,2385090,628770,174245
30683,2297115,629135,172750
30684,2296815,629505,171970
30685,2298225,629140,172555
30686,2311495,629210,172925
30687,2297535,629565,173110
30688,2297165,629075,171880
30689,2297305,703605,172510
30690,2296375,628390,172755
30691,2296585,628855,192635
30692,2295895,628245,172930
30693,2295115,636635,173840
30694,2297435,627080,174105
30695,2409260,627300,174765
30696,2313595,641505,171120
30697,2314445,629675,171490
30698,2315265,629110,171865
30699,2312505,629380,172445
30700,2298305,629185,243565
30701,2298325,630405,171810
30702,2298415,687335,172100
30703,2298165,629770,172495
30704,2377970,629010,173305
30705,2298855,629325,171900
30706,2298765,642505,172080
30707,2300255,629620,172665
30708,2392000,629250,172895
30709,2297475,629435,172910
30710,2297265,630515,173530
30711,2297335,628840,173985
30712,2310995,627590,186795
30713,2315015,627835,186275
30714,2315055,642165,172480
30715,2315935,645545,172890
30716,2318755,629540,171975
30717,2395890,630020,174145
30718,2299955,630075,172910
30719,2300245,630815,172990
30720,2300425,628990,172105
30721,2313715,629240,172735
30722,2300035,629355,233305
30723,2300605,630875,172970
30724,2299565,704555,172310
30725,2300045,629760,173165
30726,2377570,629420,175805
30727,2298815,629165,174500
30728,2298505,640865,172830
30729,2316205,628000,172375
30730,2408860,628100,173635
30731,2317575,645285,172590
30732,2318585,630755,172100
30733,2301045,630190,172485
30734,2308625,630190,172985
30735,2301445,630675,175625
30736,2300925,630755,172090
30737,2301105,628305,172560
30738,2301105,630120,172945
30739,2377860,630430,175125
30740,2301205,630195,172290
30741,2301415,630055,172840
30742,2301305,630540,173815
30743,2310625,630600,174375
30744,2299385,629335,173590
30745,2299985,630075,173980
30746,2317085,702705,173030
30747,2322025,629070,173495
30748,2396290,644030,174815
30749,2319565,630995,173070
30750,2302215,646315,173400
30751,2304005,631170,173955
30752,2374090,629800,173655
30753,2302485,630265,173130
30754,2302885,631195,173590
30755,2303255,630560,173845
30756,2315995,630260,173115
30757,2302715,630475,176135
30758,2302905,631335,173830
30759,2303225,628815,174240
30760,2300785,630080,172655
30761,2362520,630030,174665
30762,2301315,629775,173640
30763,2301395,629785,174190
30764,2318985,628910,172165
30765,2411660,642900,172805
30766,2321035,631055,172670
30767,2321875,632875,172930
30768,2303565,630650,172115
30769,2315805,630990,172745
30770,2304155,631055,175205
30771,2304505,631325,173190
30772,2303495,639905,172490
30773,2305615,631350,172965
30774,2381580,631310,174455
30775,2304585,631745,173370
30776,2303785,630825,172520
30777,2304425,631270,173765
30778,2317405,631040,174045
30779,2303165,630675,176295
30780,2302165,631265,174060
30781,2301795,629475,174480
30782,2318795,630000,188435
30783,2394000,630280,175295
30784,2320835,643045,172840
30785,2320835,631405,173190
30786,2322285,631000,173765
30787,2319805,631400,174285
30788,2304985,631145,175575
30789,2305335,632425,173570
30790,2305385,689645,174050
30791,2305325,631680,174265
30792,2382600,631000,173965
30793,2305955,631715,172500
30794,2306045,630965,172710
30795,2307465,631820,173185
30796,2398840,631630,173005
30797,2304595,631695,173110
30798,2304055,632485,173660
30799,2304055,691155,174290
30800,2317275,629720,173515
30801,2322485,630215,174865
30802,2322935,644915,173090
30803,2322665,647055,173320
30804,2325225,631880,172675
30805,2403620,632140,174225
30806,2307315,632305,173250
30807,2307405,633245,173740
30808,2306185,631680,172675
30809,2318855,632020,173285
30810,2307465,632315,175805
30811,2307805,633545,173630
30812,2306965,630725,172980
30813,2308445,632500,173535
30814,2382580,632560,176045
30815,2306485,632735,174670
30816,2305085,630705,173840
30817,2305975,630720,174535
30818,2320905,630200,174905
30819,2323835,630645,176685
30820,2323735,645185,173320
30821,2323065,721435,173720
30822,2325035,632220,174235
30823,2387180,632580,176735
30824,2308155,631875,172060
30825,2308455,631825,172640
30826,2309215,632430,172845
30827,2323355,632600,173345
30828,2308485,632645,172360
30829,2308595,633615,172690
30830,2308635,708035,173070
30831,2309345,633190,173445
30832,2386650,632360,174745
30833,2309035,632805,172790
30834,2308995,632175,173310
30835,2308755,633020,174235
30836,2322785,632440,173515
30837,2307255,632155,175755
30838,2307405,632825,174350
30839,2324435,630575,174850
30840,2323715,630840,172845
30841,2400220,645880,175395
30842,2326285,646935,173510
30843,2327295,632855,173810
30844,2327675,633070,173225
30845,2338785,633480,173725
30846,2309935,633445,175815
30847,2310295,634225,174080
30848,2309655,647995,173510
30849,2312285,632610,173515
30850,2406320,632700,174945
30851,2310715,633095,174150
30852,2310095,634005,173230
30853,2310175,633070,173905
30854,2323305,633000,174225
30855,2310915,633485,189295
30856,2310995,632725,172650
30857,2310135,648395,173240
30858,2312375,633190,174205
30859,2404780,633280,174955
30860,2309195,632435,174300
30861,2308835,633855,174850
30862,2326335,631810,174995
30863,2337095,632070,174095
30864,2327495,646095,175155
30865,2328335,648565,173480
30866,2328825,648835,173660
30867,2313615,633820,174075
30868,2408380,633610,174295
30869,2312125,633915,173760
30870,2312235,634825,174090
30871,2312455,634210,174585
30872,2324055,633450,173565
30873,2312425,633975,176055
30874,2312705,634325,174110
30875,2312515,649395,174400
30876,2314175,633920,173705
30877,2407440,634160,174945
30878,2312505,634355,174500
30879,2312545,635895,174730
30880,2311355,690455,173720
30881,2311525,633220,174895
30882,2389370,633090,176535
30883,2311395,632995,176030
30884,2310665,632505,175100
30885,2328565,632170,175815
30886,2338905,632170,174965
30887,2329405,632545,177565
30888,2329215,647125,172800
30889,2328965,631955,173370
30890,2330225,634000,173695
30891,2392480,634370,175725
30892,2314015,634195,173180
30893,2313705,633935,173490
30894,2315175,634310,173805
30895,2328475,634770,174705
30896,2314005,634195,175815
30897,2314215,635215,173520
30898,2314455,645015,173850
30899,2316045,634580,174415
30900,2410350,634310,174445
30901,2314725,634755,173860
30902,2314815,635845,174240
30903,2315095,635030,174655
30904,2326695,634290,173615
30905,2313275,634655,194325
30906,2313425,634455,174870
30907,2313315,633575,175370
30908,2313525,633640,174915
30909,2406860,633400,175735
30910,2330995,633235,174440
30911,2331425,634185,174840
30912,2330715,716735,173760
30913,2329405,648080,174455
30914,2392260,634380,176715
30915,2316215,634775,175030
30916,2315675,634145,174080
30917,2316345,634790,174715
30918,2329555,634670,175195
30919,2316545,635115,242345
30920,2315725,635185,172810
30921,2316185,632735,173420
30922,2316465,634820,173645
30923,2387560,635080,175835
30924,2316655,635065,173250
30925,2316575,636215,173670
30926,2316525,635290,174035
30927,2315635,635530,174355
30928,2395320,634820,175735
30929,2316385,635325,173740
30930,2316235,634165,174070
30931,2316825,635420,174955
30932,2324495,634820,174195
30933,2314615,634565,177255
30934,2315715,635215,175310
30935,2315235,632845,175440
30936,2329955,633360,184435
30937,2406970,633650,176025
30938,2333745,648555,174440
30939,2333645,649515,174640
30940,2334385,635520,173895
30941,2341595,635870,174525
30942,2318175,635895,177285
30943,2318085,636295,174960
30944,2317275,649775,173790
30945,2318575,635130,174445
30946,2411990,635190,175295
30947,2318675,635595,175000
30948,2318005,636065,174380
30949,2318125,633335,174770
30950,2319405,635510,175095
30951,2394330,635910,177175
30952,2318505,635265,173100
30953,2319035,635755,173470
30954,2318865,635690,173915
30955,2330665,635990,174105
30956,2318875,635795,175465
30957,2318535,636105,173860
30958,2318805,649885,174050
30959,2318455,636310,175035
30960,2409990,635500,174175
30961,2317845,635695,249705
30962,2317655,636085,174920
30963,2317565,646275,175400
30964,2317645,635000,174625
30965,2394640,634930,175765
30966,2335835,634715,184240
30967,2336045,636185,174690
30968,2334725,647700,173855
30969,2347085,648340,174345
30970,2337575,636455,190655
30971,2338405,636665,174750
30972,2337215,635555,173970
30973,2320785,636630,174545
30974,2414930,636750,174905
30975,2321085,637125,175070
30976,2320265,636105,173980
30977,2320485,710065,174340
30978,2319795,635920,174875
30979,2381360,636270,176785
30980,2320215,633885,174280
30981,2320605,636475,174730
30982,2320975,636495,175180
30983,2321475,636785,175450
30984,2333855,636060,173705
30985,2320715,636550,174285
30986,2321435,636655,176595
30987,2333365,636770,174785
30988,2392700,636680,175685
30989,2321845,637035,174280
30990,2322355,637655,174630
30991,2322425,635055,174810
30992,2322635,636510,173955
30993,2416740,636830,175265
30994,2322545,636915,174630
30995,2322825,637875,175110
30996,2321895,693235,174210
30997,2320565,637240,174935
30998,2400660,637180,176725
30999,2323195,637595,175390
31000,2322175,636595,174200
31001,2322875,637130,174815
31002,2335185,637120,175145
31003,2323465,637575,191155
31004,2322975,637195,174680
31005,2323045,636945,174970
31006,2323745,637560,175485
31007,2336985,637830,175725
31008,2322575,636625,176945
31009,2321285,637585,175470
31010,2322305,651805,176040
31011,2322675,637190,176355
31012,2331485,636800,175645
31013,2321815,636995,178295
31014,2321405,637525,176500
31015,2321745,652615,177150
31016,2322335,635740,174995
31017,2416440,636210,175955
31018,2321825,635945,175560
31019,2340615,636625,175960
31020,2338645,708295,175140
31021,2338115,636000,174565
31022,2414130,636040,176495
31023,2340975,650915,175000
31024,2339825,650945,174220
31025,2339645,709865,174480
31026,2339095,651520,174865
31027,2419420,638050,176975
31028,2342495,637765,174280
31029,2324745,637375,174820
31030,2326175,638020,175265
31031,2337625,638320,175515
31032,2325025,637715,176625
31033,2325155,638045,174690
31034,2325185,636755,175150
31035,2326335,638370,175705
31036,2338975,638010,174775
31037,2325535,638465,177335
31038,2325875,638445,175560
31039,2326045,651975,175860
31040,2325695,637270,174895
31041,2397690,637650,175455
31042,2326005,637775,178125
31043,2326455,638805,175760
31044,2325465,635875,174940
31045,2325725,638060,175575
31046,2421770,637990,176815
31047,2326555,638495,176100
31048,2326225,638685,173790
31049,2326245,712265,174440
31050,2326775,638210,174585
31051,2402960,638500,176605
31052,2326775,638355,174300
31053,2326555,639295,174450
31054,2326245,638700,175035
31055,2325065,638950,175385
31056,2405320,638090,176395
31057,2325615,638375,175190
31058,2325985,637205,175790
31059,2326485,637760,176135
31060,2338405,637490,175655
31061,2325395,637915,177655
31062,2325585,637375,176200
31063,2326465,637545,176600
31064,2342385,636920,175695
31065,2353955,637050,185755
31066,2344015,637085,177915
31067,2344395,637985,175520
31068,2343155,665175,174800
31069,2343835,651150,175325
31070,2413590,652590,176275
31071,2346095,639625,176000
31072,2345955,638785,174860
31073,2344695,635885,175340
31074,2344675,638500,175745
31075,2438040,638930,176985
31076,2328745,638685,175210
31077,2328905,639975,175520
31078,2328805,714035,175890
31079,2328215,639150,176245
31080,2406240,638540,176005
31081,2329185,639175,174490
31082,2329535,638915,174750
31083,2329535,639400,174995
31084,2340865,639170,174335
31085,2409140,639500,176455
31086,2330105,639585,175030
31087,2330005,639145,175300
31088,2329535,639050,174345
31089,2341285,639360,174975
31090,2330365,639405,177095
31091,2330215,639715,175160
31092,2329685,638445,174720
31093,2330735,639770,175035
31094,2343745,639690,175605
31095,2330585,640065,178055
31096,2329765,639705,174490
31097,2329585,637365,175000
31098,2330625,639700,175535
31099,2400460,639920,176455
31100,2329285,639835,175400
31101,2329355,640595,176120
31102,2329615,637215,176340
31103,2330135,640080,176695
31104,2403740,638540,176515
31105,2328735,638455,176450
31106,2328775,639545,176680
31107,2328855,715525,176960
31108,2328985,637830,176245
31109,2425670,638000,178415
31110,2348005,638015,176090
31111,2347165,638295,176350
31112,2346035,637640,174495
31113,2357345,638210,175285
31114,2427260,638240,177325
31115,2348115,653085,175690
31116,2346845,652045,175010
31117,2348205,654120,175515
31118,2360665,640340,175565
31119,2350125,640655,178065
31120,2350095,639945,174930
31121,2349425,639165,175340
31122,2332765,640190,175685
31123,2346635,640480,176005
31124,2332555,640285,177675
31125,2332635,641175,175860
31126,2332865,655945,176030
31127,2333935,640810,176435
31128,2404000,640160,175895
31129,2333145,640505,175710
31130,2333345,641135,176100
31131,2333465,638395,176250
31132,2332985,640440,175575
31133,2427980,640890,177025
31134,2333435,640965,176300
31135,2333995,641705,176560
31136,2332935,714235,175320
31137,2333065,640230,176215
31138,2409710,640160,178005
31139,2334235,640615,176520
31140,2333655,640935,175890
31141,2333625,640510,176485
31142,2333045,640570,176755
31143,2412160,640960,178665
31144,2334035,640255,174730
31145,2334435,640935,175200
31146,2334695,640810,175675
31147,2333305,640960,175875
31148,2395090,640890,176945
31149,2334715,641125,175390
31150,2335015,641855,175770
31151,2335025,641390,176105
31152,2332845,640710,175165
31153,2411820,640930,177545
31154,2334815,641115,175710
31155,2334955,641995,176220
31156,2334625,717065,175310
31157,2333525,641300,176005
31158,2411140,641430,178255
31159,2334435,641875,177090
31160,2333655,640715,176120
31161,2333895,641020,176755
31162,2333425,641020,177015
31163,2412960,641290,178645
31164,2333465,640945,176700
31165,2333625,640635,177060
31166,2334025,640720,177785
31167,2346305,640990,178005
31168,2396630,639480,178145
31169,2334205,639705,177490
31170,2334145,639695,177690
31171,2352085,639600,178055
31172,2360775,639360,177205
31173,2352785,639665,179435
31174,2352285,639825,188400
31175,2351695,639735,177090
31176,2351695,639250,174915
31177,2357325,639900,175535
31178,2352875,654085,177975
31179,2353285,654195,175850
31180,2352075,652895,175350
31181,2352835,655190,175765
31182,2364295,655840,176085
31183,2355015,642305,178415
31184,2354295,641685,175250
31185,2353925,640265,175620
31186,2355115,641770,176045
31187,2368875,642170,176425
31188,2355665,641965,177855
31189,2355835,642295,176040
31190,2354935,641275,176400
31191,2338885,642490,176635
31192,2351415,641800,175595
31193,2338055,642375,178605
31194,2338885,642795,176220
31195,2338745,657015,176570
31196,2338375,642210,175945
31197,2409800,642460,176345
31198,2338995,642625,179195
31199,2339165,643005,176980
31200,2338265,653605,175750
31201,2338565,641790,176435
31202,2352425,641750,176645
31203,2339445,642335,189285
31204,2338825,641995,176160
31205,2339275,641055,176600
31206,2340165,642230,177065
31207,2351605,642550,177385
31208,2339125,641995,195165
31209,2339605,642535,175420
31210,2339775,641625,175720
31211,2340765,642720,176115
31212,2353055,642470,175385
31213,2339965,642895,177725
31214,2340245,642705,176010
31215,2340655,641845,176140
31216,2340125,642360,175325
31217,2348715,642590,175845
31218,2340525,642715,178315
31219,2340725,643035,176480
31220,2340465,641715,175660
31221,2340815,643090,176235
31222,2352555,643090,176405
31223,2341085,643495,178785
31224,2340785,642715,175580
31225,2340785,641875,176090
31226,2341685,643040,176495
31227,2353155,643340,176815
31228,2340955,643215,177675
31229,2341265,643505,176280
31230,2341335,643285,176740
31231,2341255,643650,176965
31232,2339085,642340,176195
31233,2420280,642570,178505
31234,2341595,642795,176610
31235,2342015,643245,176990
31236,2341105,642690,176355
31237,2341185,643180,177025
31238,2419170,643060,179205
31239,2342255,643565,177300
31240,2347585,643145,175540
31241,2341995,702755,176240
31242,2340995,643250,176465
31243,2419750,643490,178195
31244,2342545,643375,175990
31245,2342285,644545,176340
31246,2342965,717445,176690
31247,2341955,644000,176945
31248,2414920,643200,176745
31249,2343025,643585,176370
31250,2343225,644155,176750
31251,2343475,641595,176980
31252,2343265,643510,176365
31253,2436390,643810,176765
31254,2343605,643995,179155
31255,2343885,644865,177210
31256,2342975,657995,176250
31257,2344695,643740,176845
31258,2436760,643890,177195
31259,2343845,644185,179815
31260,2343735,643995,176550
31261,2343705,643345,177020
31262,2344365,644250,177465
31263,2358195,644550,177875
31264,2343915,643275,196185
31265,2344125,643625,177130
31266,2344265,642315,177120
31267,2344925,643930,177675
31268,2350355,643610,177045
31269,2344445,644015,180225
31270,2344705,644035,177610
31271,2345045,643275,177910
31272,2343905,643570,175845
31273,2356185,643280,176455
31274,2424100,644170,178275
31275,2345445,644515,176790
31276,2345225,643705,176230
31277,2344925,644450,176465
31278,2343495,644400,176725
31279,2406790,644810,178955
31280,2345045,644065,176070
31281,2345645,644815,176530
31282,2345395,644250,176865
31283,2344675,644500,177225
31284,2422340,644390,178295
31285,2345755,644805,176850
31286,2345815,645425,177140
31287,2345965,720075,177410
31288,2345515,644340,176505
31289,2421820,644630,178445
31290,2346135,644675,177150
31291,2346655,645905,177440
31292,2345815,702225,176570
31293,2345595,645020,177275
31294,2421670,645020,178205
31295,2346665,645455,177770
31296,2346185,644315,176670
31297,2346455,718265,177230
31298,2346395,644330,177535
31299,2419380,644730,178625
31300,2347045,644515,176940
31301,2346825,645375,177550
31302,2346915,642585,177850
31303,2348175,645080,178145
31304,2440930,644300,176315
31305,2347435,644995,179085
31306,2347705,645505,177330
31307,2347895,660955,176910
31308,2348525,645020,176185
31309,2440960,645120,177015
31310,2347995,645385,179655
31311,2348435,646305,177080
31312,2347555,651575,176070
31313,2348155,645160,176765
31314,2361445,645160,177025
31315,2348465,645595,179835
31316,2348135,645215,176450
31317,2348365,644435,177000
31318,2349155,645550,177335
31319,2354755,645920,177705
31320,2348485,645315,178885
31321,2348515,645645,176980
31322,2348935,644475,177390
31323,2349665,645730,177645
31324,2359965,645530,177045
31325,2428060,645910,179135
31326,2349235,645985,177630
31327,2349515,646035,177870
31328,2348945,644840,176925
31329,2346935,645240,177435
31330,2410340,645200,179355
31331,2349845,645665,178120
31332,2349355,646115,177050
31333,2349185,719195,177660
31334,2348645,645620,178045
31335,2425320,645900,179925
31336,2349505,645305,175820
31337,2350245,646185,176400
31338,2350205,642905,176740
31339,2350825,645940,177085
31340,2443760,645830,177085
31341,2350595,646215,176770
31342,2350305,646605,176970
31343,2350475,656775,177340
31344,2350935,645700,176345
31345,2444720,645890,177005
31346,2350965,645905,179535
31347,2350995,646805,177230
31348,2350425,660695,176610
31349,2350515,646430,177195
31350,2359175,646420,177445
31351,2351595,646795,179865
31352,2351265,646105,176500
31353,2351025,644995,177070
31354,2351385,646380,177475
31355,2364665,646700,177885
31356,2351125,646375,178825
31357,2351655,646805,177490
31358,2351815,645945,177580
31359,2351965,647080,178085
31360,2363195,645580,176995
31361,2414580,645950,179415
31362,2352215,646135,177670
31363,2352165,646785,178000
31364,2351865,646040,177325
31365,2350575,646350,177925
31366,2428670,646490,179805
31367,2352775,646805,178310
31368,2352405,647115,176630
31369,2352475,720995,177170
31370,2353285,646570,177465
31371,2447920,646940,178455
31372,2352585,646765,177080
31373,2352715,647535,177320
31374,2352925,656305,177690
31375,2354205,647300,178005
31376,2447120,646590,177135
31377,2353115,646945,180035
31378,2353385,647435,177640
31379,2353805,659705,177900
31380,2353315,646820,177185
31381,2360845,647200,177875
31382,2353915,647355,196545
31383,2354125,647725,178260
31384,2353465,645825,177280
31385,2354055,647210,177735
31386,2365405,647190,178095
31387,2433450,647430,180225
31388,2353965,647415,177460
31389,2353925,647625,177980
31390,2354125,647480,178435
31391,2352865,647920,178705
31392,2425600,646530,179145
31393,2354225,646965,178010
31394,2354675,647575,178310
31395,2354745,644435,178800
31396,2353765,646930,178055
31397,2448550,647210,179165
31398,2355085,647325,181135
31399,2355105,648275,178970
31400,2354605,645225,176720
31401,2355775,647400,177275
31402,2367155,647460,177535
31403,2418780,647730,179835
31404,2355475,647585,176950
31405,2355485,648165,177430
31406,2355635,647790,177815
31407,2354315,648140,178005
31408,2432390,647400,178995
31409,2355885,647705,177510
31410,2356075,648555,177830
31411,2356195,722515,178080
31412,2355815,647750,177415
31413,2450110,647990,178655
31414,2356565,648195,180885
31415,2356725,649135,178490
31416,2356035,646485,177430
31417,2356565,648000,177835
31418,2370615,647960,178345
31419,2356885,648465,180545
31420,2356555,648055,177690
31421,2356805,647375,178080
31422,2357245,648390,178615
31423,2355855,648780,178885
31424,2433950,647320,179495
31425,2357045,647825,178240
31426,2357015,648475,178490
31427,2357495,705655,178880
31428,2356135,647770,178075
31429,2452140,648080,179325
31430,2357835,648225,178770
31431,2357975,648805,179160
31432,2357325,663945,176740
31433,2358605,648300,177545
31434,2366195,648230,177845
31435,2358695,648685,180405
31436,2357995,648425,177250
31437,2358405,647635,177670
31438,2358445,648600,177985
31439,2356455,648970,178225
31440,2436260,648200,178795
31441,2358585,648575,177520
31442,2358955,649185,178040
31443,2359155,722625,178110
31444,2357115,648550,177365
31445,2430110,648990,178695
31446,2359285,648955,178250
31447,2358995,649805,178540
31448,2358475,661485,177490
31449,2358425,648900,178105
31450,2371945,648840,178305
31451,2359555,649285,180485
31452,2359165,649005,177770
31453,2359415,648365,178230
31454,2359585,649240,178665
31455,2357785,649460,178915
31456,2419100,648060,179625
31457,2359775,648605,178250
31458,2359755,649155,178620
31459,2360075,646145,178930
31460,2359005,648620,178305
31461,2453670,648930,179265
31462,2360365,649075,181285
31463,2360575,650015,179210
31464,2359775,647015,177000
31465,2360885,649130,177655
31466,2372055,649080,177855
31467,2423500,649400,180095
31468,2454900,649130,178025
31469,2360775,649615,247485
31470,2361125,649825,177850
31471,2361135,655745,178220
31472,2361025,649050,177465
31473,2374045,649350,177775
31474,2361235,649405,180285
31475,2361395,649755,178280
31476,2361205,648405,177430
31477,2360945,649700,178215
31478,2360305,649790,178495
31479,2437980,650050,180155
31480,2361395,649435,177610
31481,2361665,650035,178080
31482,2361715,659165,178380
31483,2362435,649940,178785
31484,2454880,649740,178015
31485,2361765,650135,180605
31486,2362055,650185,178520
31487,2362495,649175,178950
31488,2362045,725275,177990
31489,2361245,649350,178495
31490,2456800,649340,179435
31491,2362775,649795,178950
31492,2362145,649845,178270
31493,2362255,647855,178650
31494,2362845,649740,179095
31495,2375775,650120,179295
31496,2362685,649525,179725
31497,2362995,649995,178090
31498,2363475,650125,178250
31499,2363625,724165,178720
31500,2362345,649950,178005
31501,2456420,650250,179015
31502,2363745,650365,181145
31503,2363875,651135,178810
31504,2363155,648595,177970
31505,2363995,650180,178595
31506,2375445,650160,178775
31507,2441280,650520,180665
31508,2363705,650305,178320
31509,2364105,650795,178740
31510,2363995,648045,178970
31511,2365625,650890,179275
31512,2456590,650240,178425
31513,2364445,650545,181105
31514,2364535,650675,179000
31515,2364885,650355,179290
31516,2364145,650570,178545
31517,2362945,650870,179155
31518,2440840,650980,180895
31519,2365085,651265,179570
31520,2364625,650285,178490
31521,2364755,665885,179140
31522,2366435,650270,179475
31523,2377855,650570,179965
31524,2362725,650380,178965
31525,2443060,650510,181395
31526,2365405,650665,179690
31527,2365765,650985,179940
